model,accuracy,macro_precision,macro_recall,macro_f1,best_validation_macro_f1,epochs_trained,batch_size,downsample_factor,input_channels,input_time_steps,training_samples,validation_samples,testing_samples,training_subjects,validation_subjects,testing_subjects
CNN-GRU,0.46420323325635104,0.4543199321748919,0.3571937321937322,0.3803361355350239,0.5582580156162852,28,32,5,4,4200,1289,429,433,"S13, S14, S15, S16, S17, S2, S3, S5, S9","S11, S7, S8","S10, S4, S6"
